speaker,listener,total_words
Beadle_2H6,ATTENDANTS_2H6,19
Beadle_2H6,CITIZENS.STALBANS.0.1_2H6,19
Beadle_2H6,CITIZENS.STALBANS_2H6,19
Beadle_2H6,CardinalBeaufort_1H6,19
Beadle_2H6,FALCONERS_2H6,19
Beadle_2H6,Gloucester_2H4,19
Beadle_2H6,HenryVI_1H6,19
Beadle_2H6,MayorOfStAlbans_2H6,19
Beadle_2H6,QueenMargaret_1H6,19
Beadle_2H6,SimpcoxWife_2H6,19
Beadle_2H6,Simpcox_2H6,19
Beadle_2H6,Suffolk_1H6,19
Bevis_2H6,CITIZENS.STALBANS.0.1_2H6,138
Bevis_2H6,Holland_2H6,138
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,ATTENDANTS_2H6,34
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Bevis_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Buckingham_2H6,34
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,CITIZENS.STALBANS.0.1_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Cade_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Clifford_2H6,34
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Dick_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,FOLLOWERS.CADE.0.1_2H6,34
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,FOLLOWERS.CADE_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,George_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Holland_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,MESSENGERS.X.2_2H6,5
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Michael_2H6,39
Bevis_2H6 Holland_2H6 Dick_2H6 Smith_2H6 Michael_2H6 George_2H6 FOLLOWERS.CADE_2H6,Smith_2H6,39
